tau,q,ask_depth
30,25,0.01151538913
30,26,-0.007494929694
30,27,-0.02640623934
30,28,-0.04521581314
30,29,-0.0639210407
30,30,-0.08251942922
40,-30,1.166561085
40,-29,1.146741379
40,-28,1.126742119
40,-27,1.106565303
40,-26,1.086213216
40,-25,1.065688433
40,-24,1.044993831
40,-23,1.024132597
40,-22,1.003108228
40,-21,0.9819245407
40,-20,0.9605856733
40,-19,0.9390960862
40,-18,0.9174605639
40,-17,0.8956842139
40,-16,0.873772464
40,-15,0.8517310587
40,-14,0.8295660531
40,-13,0.8072838058
40,-12,0.7848909693
40,-11,0.7623944795
40,-10,0.739801543
40,-9,0.7171196226
40,-8,0.6943564217
40,-7,0.6715198663
40,-6,0.6486180862
40,-5,0.6256593948
40,-4,0.602652267
40,-3,0.5796053164
40,-2,0.5565272716
40,-1,0.5334269518
40,0,0.5103132407
40,1,0.4871950615
40,2,0.4640813504
40,3,0.4409810306
40,4,0.4179029858
40,5,0.3948560352
40,6,0.3718489074
40,7,0.348890216
40,8,0.3259884359
40,9,0.3031518805
40,10,0.2803886796
40,11,0.2577067592
40,12,0.2351138227
40,13,0.2126173329
40,14,0.1902244964
40,15,0.1679422491
40,16,0.1457772435
40,17,0.1237358382
40,18,0.1018240884
40,19,0.08004773829
40,20,0.05841221599
40,21,0.03692262889
40,22,0.01558376152
40,23,-0.005599925397
40,24,-0.02662429431
40,25,-0.04748552881
40,26,-0.06818013036
40,27,-0.0887049137
40,28,-0.1090570013
40,29,-0.1292338165
40,30,-0.1492330764
50,-30,1.200375471
50,-29,1.180077554
50,-28,1.159557491
50,-27,1.138816188
50,-26,1.117854925
50,-25,1.09667538
50,-24,1.075279655
50,-23,1.053670289
50,-22,1.031850284
50,-21,1.009823119
50,-20,0.9875927718
50,-19,0.9651637309
50,-18,0.9425410093
50,-17,0.9197301554
50,-16,0.8967372604
50,-15,0.8735689632
50,-14,0.850232451
50,-13,0.8267354568
50,-12,0.8030862531
50,-11,0.7792936406
50,-10,0.7553669333
50,-9,0.7313159387
50,-8,0.7071509342
50,-7,0.6828826379
50,-6,0.6585221763
50,-5,0.6340810471
50,-4,0.6095710787
50,-3,0.5850043852
50,-2,0.5603933195
50,-1,0.5357504229
50,0,0.5110883729
50,1,0.4864199293
50,2,0.4617578793
50,3,0.4371149827
50,4,0.412503917
50,5,0.3879372235
50,6,0.3634272551
50,7,0.3389861259
50,8,0.3146256643
50,9,0.290357368
50,10,0.2661923635
50,11,0.2421413689
50,12,0.2182146616
50,13,0.1944220491
50,14,0.1707728454
50,15,0.1472758512
50,16,0.123939339
50,17,0.1007710418
50,18,0.07777814685
50,19,0.05496729293
50,20,0.03234457131
50,21,0.009915530364
50,22,-0.01231481674
50,23,-0.03434198151
50,24,-0.0561619871
50,25,-0.07777135306
50,26,-0.09916707829
50,27,-0.1203466224
50,28,-0.1413078858
50,29,-0.1620491892
50,30,-0.1825692517
60,-30,1.216987446
60,-29,1.196513195
60,-28,1.175794478
60,-27,1.15483131
60,-26,1.133624117
60,-25,1.112173763
60,-24,1.090481585
60,-23,1.068549426
60,-22,1.046379661
60,-21,1.023975234
60,-20,1.001339683
60,-19,0.9784771704
60,-18,0.9553925072
60,-17,0.9320911755
60,-16,0.9085793482
60,-15,0.8848639045
60,-14,0.8609524403
60,-13,0.8368532738
60,-12,0.8125754454
60,-11,0.7881287116
60,-10,0.7635235316
60,-9,0.7387710478
60,-8,0.7138830588
60,-7,0.6888719845
60,-6,0.6637508249
60,-5,0.6385331117
60,-4,0.6132328522
60,-3,0.5878644683
60,-2,0.562442729
60,-1,0.5369826787
60,0,0.5114995611
60,1,0.4860087411
60,2,0.4605256235
60,3,0.4350655732
60,4,0.4096438339
60,5,0.38427545
60,6,0.3589751905
60,7,0.3337574773
60,8,0.3086363177
60,9,0.2836252434
60,10,0.2587372544
60,11,0.2339847706
60,12,0.2093795907
60,13,0.1849328568
60,14,0.1606550284
60,15,0.1365558619
60,16,0.1126443977
60,17,0.08892895401
60,18,0.06541712675
60,19,0.04211579499
60,20,0.01903113178
60,21,-0.003831380613
60,22,-0.02646693138
60,23,-0.04887135854
60,24,-0.07104112344
60,25,-0.09297328304
60,26,-0.1146654605
60,27,-0.1361158145
60,28,-0.1573230078
60,29,-0.1782861754
60,30,-0.1990048927
70,-30,1.225186715
70,-29,1.204642899
70,-28,1.183843365
70,-27,1.162787582
70,-26,1.141475437
70,-25,1.119907271
70,-24,1.098083918
70,-23,1.076006743
70,-22,1.05367768
70,-21,1.031099271
70,-20,1.008274704
70,-19,0.9852078485
70,-18,0.9619032876
70,-17,0.9383663522
70,-16,0.9146031472
70,-15,0.8906205754
70,-14,0.8664263555
70,-13,0.8420290347
70,-12,0.8174379945
70,-11,0.7926634492
70,-10,0.7677164357
70,-9,0.7426087955
70,-8,0.717353147
70,-7,0.6919628488
70,-6,0.6664519534
70,-5,0.640835152
70,-4,0.61512771
70,-3,0.5893453942
70,-2,0.5635043931
70,-1,0.5376212299
70,0,0.5117126713
70,1,0.4857956309
70,2,0.4598870723
70,3,0.4340039091
70,4,0.408162908
70,5,0.3823805922
70,6,0.3566731502
70,7,0.3310563488
70,8,0.3055454534
70,9,0.2801551552
70,10,0.2548995067
70,11,0.2297918665
70,12,0.204844853
70,13,0.1800703077
70,14,0.1554792675
70,15,0.1310819467
70,16,0.1068877268
70,17,0.08290515498
70,18,0.05914195005
70,19,0.03560501464
70,20,0.01230045367
70,21,-0.01076640222
70,22,-0.0335909689
70,23,-0.05616937757
70,24,-0.07849844071
70,25,-0.100575616
70,26,-0.1223989691
70,27,-0.1439671351
70,28,-0.1652792801
70,29,-0.1863350627
70,30,-0.2071345964
80,-30,1.229262573
80,-29,1.208689285
80,-28,1.187854643
80,-27,1.166757814
80,-26,1.145398382
80,-25,1.123776392
80,-24,1.10189239
80,-23,1.079747462
80,-22,1.057343282
80,-21,1.034682148
80,-20,1.011767032
80,-19,0.988601612
80,-18,0.9651903178
80,-17,0.941538364
80,-16,0.917651784
80,-15,0.8935374579
80,-14,0.8692031363
80,-13,0.8446574566
80,-12,0.819909953
80,-11,0.794971058
80,-10,0.7698520951
80,-9,0.7445652617
80,-8,0.719123602
80,-7,0.6935409693
80,-6,0.6678319777
80,-5,0.6420119427
80,-4,0.6160968122
80,-3,0.5901030874
80,-2,0.5640477355
80,-1,0.5379480939
80,0,0.5118217695
80,1,0.4856865327
80,2,0.4595602083
80,3,0.4334605667
80,4,0.4074052148
80,5,0.38141149
80,6,0.3554963595
80,7,0.3296763245
80,8,0.3039673329
80,9,0.2783847002
80,10,0.2529430405
80,11,0.2276562071
80,12,0.2025372442
80,13,0.1775983492
80,14,0.1528508456
80,15,0.1283051659
80,16,0.1039708443
80,17,0.07985651824
80,18,0.05596993818
80,19,0.0323179844
80,20,0.008906690168
80,21,-0.01425872975
80,22,-0.03717384624
80,23,-0.05983497948
80,24,-0.08223915999
80,25,-0.1043840877
80,26,-0.1262680902
80,27,-0.1478900798
80,28,-0.1692495115
80,29,-0.1903463407
80,30,-0.2111809825
90,-30,1.231300481
90,-29,1.210713939
90,-28,1.189863218
90,-27,1.168747322
90,-26,1.147365675
90,-25,1.125718164
90,-24,1.103805178
90,-23,1.081627652
90,-22,1.059187118
90,-21,1.03648574
90,-20,1.013526366
90,-19,0.9903125676
90,-18,0.9668486844
90,-17,0.9431398603
90,-16,0.9191920809
90,-15,0.8950122045
90,-14,0.870607988
90,-13,0.8459881062
90,-12,0.8211621639
90,-11,0.7961406991
90,-10,0.7709351778
90,-9,0.7455579772
90,-8,0.7200223593
90,-7,0.6943424329
90,-6,0.6685331038
90,-5,0.642610014
90,-4,0.6165894699
90,-3,0.5904883598
90,-2,0.5643240621
90,-1,0.5381143456
90,0,0.511877263
90,1,0.4856310392
90,2,0.4593939566
90,3,0.4331842402
90,4,0.4070199424
90,5,0.3809188323
90,6,0.3548982882
90,7,0.3289751984
90,8,0.3031658693
90,9,0.2774859429
90,10,0.251950325
90,11,0.2265731244
90,12,0.2013676031
90,13,0.1763461383
90,14,0.151520196
90,15,0.1269003142
90,16,0.1024960977
90,17,0.07831622134
90,18,0.05436844194
90,19,0.03065961782
90,20,0.007195734622
90,21,-0.01601806335
90,22,-0.03897743745
90,23,-0.06167881552
90,24,-0.08411935017
90,25,-0.1062968754
90,26,-0.128209862
90,27,-0.1498573732
90,28,-0.1712390196
90,29,-0.1923549156
90,30,-0.2132056368
100,-30,1.232323518
100,-29,1.211730752
100,-28,1.190872385
100,-27,1.169747338
100,-26,1.148354953
100,-25,1.126695033
100,-24,1.104767884
100,-23,1.082574366
100,-22,1.060115931
100,-21,1.037394675
100,-20,1.014413379
100,-19,0.9911755585
100,-18,0.9676855025
100,-17,0.9439483163
100,-16,0.9199699581
100,-15,0.8957572719
100,-14,0.8713180151
100,-13,0.8466608789
100,-12,0.8217955015
100,-11,0.7967324733
100,-10,0.771483331
100,-9,0.7460605428
100,-8,0.7204774814
100,-7,0.694748386
100,-6,0.6688883121
100,-5,0.6429130699
100,-4,0.6168391506
100,-3,0.5906836426
100,-2,0.5644641374
100,-1,0.5381986274
100,0,0.5119053966
100,1,0.4856029056
100,2,0.4593096748
100,3,0.4330441648
100,4,0.4068246596
100,5,0.3806691516
100,6,0.3545952323
100,7,0.3286199901
100,8,0.3027599162
100,9,0.2770308208
100,10,0.2514477594
100,11,0.2260249712
100,12,0.2007758289
100,13,0.1757128007
100,14,0.1508474234
100,15,0.1261902871
100,16,0.1017510303
100,17,0.07753834415
100,18,0.05355998593
100,19,0.0298227997
100,20,0.00633274372
100,21,-0.01690507678
100,22,-0.03988637236
100,23,-0.06260762874
100,24,-0.08506606366
100,25,-0.1072595821
100,26,-0.1291867306
100,27,-0.1508466512
100,28,-0.1722390361
100,29,-0.1933640827
100,30,-0.2142224499
110,-30,1.232838408
110,-29,1.212242632
110,-28,1.191380539
110,-27,1.170251007
110,-26,1.148853336
110,-25,1.127187286
110,-24,1.105253121
110,-23,1.083051659
110,-22,1.060584316
110,-21,1.037853148
110,-20,1.014860904
110,-19,0.9916110684
110,-18,0.9681079048
110,-17,0.9443564977
110,-16,0.9203627905
110,-15,0.8961336191
110,-14,0.8716767402
110,-13,0.8470008526
110,-12,0.8221156112
110,-11,0.7970316318
110,-10,0.7717604871
110,-9,0.7463146911
110,-8,0.7207076724
110,-7,0.6949537368
110,-6,0.6690680159
110,-5,0.6430664056
110,-4,0.6169654918
110,-3,0.590782465
110,-2,0.5645350261
110,-1,0.538241282
110,0,0.5119196351
110,1,0.4855886671
110,2,0.4592670202
110,3,0.4329732761
110,4,0.4067258372
110,5,0.3805428105
110,6,0.3544418966
110,7,0.3284402863
110,8,0.3025545655
110,9,0.2768006298
110,10,0.2511936112
110,11,0.2257478151
110,12,0.2004766704
110,13,0.175392691
110,14,0.1505074496
110,15,0.125831562
110,16,0.1013746831
110,17,0.07714551174
110,18,0.05315180449
110,19,0.02940039736
110,20,0.005897233819
110,21,-0.0173526016
110,22,-0.04034484532
110,23,-0.0630760133
110,24,-0.08554335714
110,25,-0.1077448186
110,26,-0.1296789833
110,27,-0.1513450342
110,28,-0.1727427053
110,29,-0.1938722365
110,30,-0.2147343296
120,-30,1.233097958
120,-29,1.212500699
120,-28,1.191636763
120,-27,1.170505005
120,-26,1.149104703
120,-25,1.127435595
120,-24,1.105497925
120,-23,1.08329249
120,-22,1.060820683
120,-21,1.038084545
120,-20,1.015086807
120,-19,0.9918309361
120,-18,0.9683211837
120,-17,0.9445626231
120,-16,0.9205611902
120,-15,0.8963237166
120,-14,0.8718579584
120,-13,0.8471726181
120,-12,0.8222773585
120,-11,0.7971828088
120,-10,0.7719005592
120,-9,0.746443147
120,-8,0.7208240293
120,-7,0.6950575454
120,-6,0.6691588657
120,-5,0.6431439296
120,-4,0.6170293709
120,-3,0.5908324326
120,-2,0.5645708707
120,-1,0.5382628505
120,0,0.5119268349
120,1,0.4855814673
120,2,0.4592454517
120,3,0.4329374315
120,4,0.4066758697
120,5,0.3804789313
120,6,0.3543643726
120,7,0.3283494365
120,8,0.3024507568
120,9,0.2766842729
120,10,0.2510651552
120,11,0.225607743
120,12,0.2003254934
120,13,0.1752309437
120,14,0.1503356841
120,15,0.1256503438
120,16,0.1011845856
120,17,0.07694711205
120,18,0.05294567913
120,19,0.02918711856
120,20,0.005677366059
120,21,-0.01757850457
120,22,-0.04057624309
120,23,-0.063312381
120,24,-0.0857841873
120,25,-0.1079896226
120,26,-0.1299272925
120,27,-0.1515964008
120,28,-0.1729967028
120,29,-0.1941284603
120,30,-0.2149923968
130,-30,1.233228916
130,-29,1.212630919
130,-28,1.191766063
130,-27,1.170633191
130,-26,1.149231571
130,-25,1.12756093
130,-24,1.1056215
130,-23,1.083414068
130,-22,1.060940018
130,-21,1.03820138
130,-20,1.015200876
130,-19,0.9919419663
130,-18,0.9684288945
130,-17,0.9446667288
130,-16,0.920661401
130,-15,0.8964197406
130,-14,0.8719495033
130,-13,0.8472593934
130,-12,0.8223590778
130,-11,0.7972591919
130,-10,0.7719713354
130,-9,0.7465080571
130,-8,0.7208828284
130,-7,0.6951100056
130,-6,0.6692047788
130,-5,0.6431831095
130,-4,0.6170616558
130,-3,0.5908576869
130,-2,0.5645889874
130,-1,0.5382737519
130,0,0.511930474
130,1,0.4855778282
130,2,0.4592345503
130,3,0.4329193148
130,4,0.4066506153
130,5,0.3804466464
130,6,0.3543251927
130,7,0.3283035234
130,8,0.3023982966
130,9,0.2766254738
130,10,0.2510002451
130,11,0.2255369668
130,12,0.2002491103
130,13,0.1751492244
130,14,0.1502489088
130,15,0.1255587989
130,16,0.1010885616
130,17,0.07684690118
130,18,0.05284157343
130,19,0.02907940774
130,20,0.005566335872
130,21,-0.01769257389
130,22,-0.04069307813
130,23,-0.06343171626
130,24,-0.08590576614
130,25,-0.108113198
130,26,-0.1300526276
130,27,-0.1517232692
130,28,-0.1731248892
130,29,-0.1942577603
130,30,-0.2151226171
140,-30,1.233295028
140,-29,1.212696662
140,-28,1.191831343
140,-27,1.170697913
140,-26,1.14929563
140,-25,1.127624217
140,-24,1.105683901
140,-23,1.083475464
140,-22,1.061000284
140,-21,1.038260385
140,-20,1.015258487
140,-19,0.9919980445
140,-18,0.9684832983
140,-17,0.9447193138
140,-16,0.9207120207
140,-15,0.8964682473
140,-14,0.8719957491
140,-13,0.8473032312
140,-12,0.8224003627
140,-11,0.7972977823
140,-10,0.7720070941
140,-9,0.7465408528
140,-8,0.7209125374
140,-7,0.6951365124
140,-6,0.669227978
140,-5,0.6432029068
140,-4,0.6170779693
140,-3,0.5908704482
140,-2,0.564598142
140,-1,0.5382792605
140,0,0.5119323128
140,1,0.4855759894
140,2,0.4592290417
140,3,0.4329101602
140,4,0.406637854
140,5,0.3804303329
140,6,0.3543053954
140,7,0.3282803242
140,8,0.3023717898
140,9,0.2765957649
140,10,0.2509674494
140,11,0.2255012081
140,12,0.2002105199
140,13,0.1751079395
140,14,0.150205071
140,15,0.1255125531
140,16,0.1010400549
140,17,0.07679628147
140,18,0.05278898836
140,19,0.02902500386
140,20,0.005510257683
140,21,-0.01775018468
140,22,-0.04075208327
140,23,-0.06349198153
140,24,-0.08596716182
140,25,-0.1081755992
140,26,-0.1301159147
140,27,-0.1517873278
140,28,-0.1731896106
140,29,-0.1943230411
140,30,-0.2151883597
150,-30,1.233328414
150,-29,1.212729862
150,-28,1.191864311
150,-27,1.170730599
150,-26,1.149327982
150,-25,1.12765618
150,-24,1.105715418
150,-23,1.083506474
150,-22,1.061030723
150,-21,1.038290189
150,-20,1.015287587
150,-19,0.9920263709
150,-18,0.9685107796
150,-17,0.944745877
150,-16,0.9207375916
150,-15,0.8964927512
150,-14,0.8720191113
150,-13,0.8473253774
150,-12,0.8224212196
150,-11,0.7973172783
150,-10,0.7720251598
150,-9,0.7465574219
150,-8,0.7209275471
150,-7,0.6951499045
150,-6,0.6692396991
150,-5,0.6432129093
150,-4,0.6170862117
150,-3,0.5908768958
150,-2,0.5646027674
150,-1,0.5382820438
150,0,0.5119332419
150,1,0.4855750603
150,2,0.4592262584
150,3,0.4329055349
150,4,0.4066314064
150,5,0.3804220905
150,6,0.3542953929
150,7,0.3282686031
150,8,0.3023583977
150,9,0.2765807551
150,10,0.2509508803
150,11,0.2254831424
150,12,0.2001910239
150,13,0.1750870826
150,14,0.1501829248
150,15,0.1254891909
150,16,0.101015551
150,17,0.0767707106
150,18,0.05276242524
150,19,0.02899752257
150,20,0.005481931278
150,21,-0.01777928458
150,22,-0.04078188678
150,23,-0.06352242083
150,24,-0.08599817135
150,25,-0.1082071159
150,26,-0.130147878
150,27,-0.1518196801
150,28,-0.1732222967
150,29,-0.194356009
150,30,-0.2152215601
160,-30,1.233345277
160,-29,1.212746631
160,-28,1.191880963
160,-27,1.170747109
160,-26,1.149344324
160,-25,1.127672325
160,-24,1.105731338
160,-23,1.083522137
160,-22,1.061046099
160,-21,1.038305244
160,-20,1.015302287
160,-19,0.9920406801
160,-18,0.9685246621
160,-17,0.9447592958
160,-16,0.9207505093
160,-15,0.8965051301
160,-14,0.8720309136
160,-13,0.8473365655
160,-12,0.8224317564
160,-11,0.7973271276
160,-10,0.7720342867
160,-9,0.7465657928
160,-8,0.7209351302
160,-7,0.6951566704
160,-6,0.6692456209
160,-5,0.6432179628
160,-4,0.617090376
160,-3,0.5908801533
160,-2,0.5646051042
160,-1,0.53828345
160,0,0.5119337113
160,1,0.4855745909
160,2,0.4592248522
160,3,0.432903198
160,4,0.4066281489
160,5,0.3804179262
160,6,0.3542903395
160,7,0.3282626813
160,8,0.3023516318
160,9,0.276573172
160,10,0.2509425094
160,11,0.2254740155
160,12,0.2001811746
160,13,0.1750765458
160,14,0.1501717367
160,15,0.1254773886
160,16,0.1010031721
160,17,0.07675779291
160,18,0.05274900646
160,19,0.02898364012
160,20,0.005467622081
160,21,-0.01779398432
160,22,-0.04079694177
160,23,-0.06353779679
160,24,-0.08601383515
160,25,-0.1082230357
160,26,-0.1301640232
160,27,-0.1518360215
160,28,-0.1732388065
160,29,-0.1943726609
160,30,-0.2152383292
170,-30,1.233353795
170,-29,1.212755102
170,-28,1.191889375
170,-27,1.170755449
170,-26,1.149352578
170,-25,1.127680481
170,-24,1.10573938
170,-23,1.08353005
170,-22,1.061053866
170,-21,1.038312849
170,-20,1.015309712
170,-19,0.9920479087
170,-18,0.9685316752
170,-17,0.9447660746
170,-16,0.9207570351
170,-15,0.8965113837
170,-14,0.8720368759
170,-13,0.8473422176
170,-12,0.8224370796
170,-11,0.7973321035
170,-10,0.7720388976
170,-9,0.7465700217
170,-8,0.7209389612
170,-7,0.6951600886
170,-6,0.6692486126
170,-5,0.6432205158
170,-4,0.6170924798
170,-3,0.590881799
170,-2,0.5646062848
170,-1,0.5382841604
170,0,0.5119339485
170,1,0.4855743537
170,2,0.4592241418
170,3,0.4329020174
170,4,0.4066265032
170,5,0.3804158224
170,6,0.3542877864
170,7,0.3282596897
170,8,0.3023482137
170,9,0.276569341
170,10,0.2509382805
170,11,0.2254694046
170,12,0.2001761987
170,13,0.1750712226
170,14,0.1501660846
170,15,0.1254714263
170,16,0.1009969185
170,17,0.07675126713
170,18,0.05274222757
170,19,0.02897662706
170,20,0.005460393479
170,21,-0.01780141017
170,22,-0.04080454702
170,23,-0.06354556413
170,24,-0.08602174784
170,25,-0.1082310776
170,26,-0.1301721789
170,27,-0.1518442763
170,28,-0.1732471464
170,29,-0.1943810725
170,30,-0.2152467999
180,-30,1.233358098
180,-29,1.212759381
180,-28,1.191893624
180,-27,1.170759662
180,-26,1.149356749
180,-25,1.127684601
180,-24,1.105743442
180,-23,1.083534047
180,-22,1.06105779
180,-21,1.038316691
180,-20,1.015313464
180,-19,0.9920515605
180,-18,0.968535218
180,-17,0.9447694992
180,-16,0.9207603318
180,-15,0.896514543
180,-14,0.872039888
180,-13,0.8473450729
180,-12,0.8224397688
180,-11,0.7973346173
180,-10,0.772041227
180,-9,0.7465721582
180,-8,0.7209408967
180,-7,0.6951618154
180,-6,0.669250124
180,-5,0.6432218056
180,-4,0.6170935426
180,-3,0.5908826304
180,-2,0.5646068813
180,-1,0.5382845193
180,0,0.5119340683
180,1,0.4855742339
180,2,0.4592237829
180,3,0.4329014209
180,4,0.4066256718
180,5,0.3804147596
180,6,0.3542864966
180,7,0.3282581783
180,8,0.3023464868
180,9,0.2765674056
180,10,0.250936144
180,11,0.2254670752
180,12,0.2001736849
180,13,0.1750685334
180,14,0.1501632293
180,15,0.1254684142
180,16,0.1009937593
180,17,0.07674797039
180,18,0.05273880298
180,19,0.02897308417
180,20,0.00545674172
180,21,-0.01780516156
180,22,-0.04080838903
180,23,-0.06354948801
180,24,-0.08602574513
180,25,-0.1082351402
180,26,-0.130176299
180,27,-0.1518484463
180,28,-0.1732513594
180,29,-0.1943853217
180,30,-0.215251079
190,-30,1.233360272
190,-29,1.212761543
190,-28,1.191895771
190,-27,1.17076179
190,-26,1.149358855
190,-25,1.127686683
190,-24,1.105745495
190,-23,1.083536067
190,-22,1.061059772
190,-21,1.038318632
190,-20,1.015315359
190,-19,0.9920534053
190,-18,0.9685370079
190,-17,0.9447712293
190,-16,0.9207619973
190,-15,0.896516139
190,-14,0.8720414097
190,-13,0.8473465155
190,-12,0.8224411273
190,-11,0.7973358872
190,-10,0.7720424038
190,-9,0.7465732375
190,-8,0.7209418744
190,-7,0.6951626878
190,-6,0.6692508875
190,-5,0.6432224572
190,-4,0.6170940796
190,-3,0.5908830505
190,-2,0.5646071826
190,-1,0.5382847006
190,0,0.5119341288
190,1,0.4855741734
190,2,0.4592236016
190,3,0.4329011196
190,4,0.4066252517
190,5,0.3804142226
190,6,0.354285845
190,7,0.3282574147
190,8,0.3023456144
190,9,0.2765664278
190,10,0.2509350647
190,11,0.2254658984
190,12,0.200172415
190,13,0.1750671749
190,14,0.1501617867
190,15,0.1254668925
190,16,0.1009921632
190,17,0.07674630491
190,18,0.05273707291
190,19,0.02897129434
190,20,0.005454896897
190,21,-0.01780705671
190,22,-0.04081032996
190,23,-0.06355147029
190,24,-0.0860277645
190,25,-0.1082371925
190,26,-0.1301783803
190,27,-0.151850553
190,28,-0.1732534877
190,29,-0.1943874684
190,30,-0.2152532407
200,-30,1.23336137
200,-29,1.212762635
200,-28,1.191896855
200,-27,1.170762865
200,-26,1.149359919
